artist,country
Anal Cunt,United States
The Walker Brothers,United States
Leatherface,United Kingdom
Paul McCartney,United Kingdom
Paul McCartney,United Kingdom
Paul McCartney,United Kingdom
Paul McCartney,United Kingdom
Paul McCartney,United Kingdom
The Feelies,United States
Oskoreien,United States
Dixie Dregs,United States
Dixie Dregs,United States
Dixie Dregs,United States
Hardline,United States
XTC,United Kingdom
Blackmore's Night,United States
Blackmore's Night,United States
Gene Clark,United States
Big Country,United Kingdom
A Hill To Die Upon,United States
Fred Neil,United States
Pop Unknown,United States
Billy Squier,United States
Whiskeytown,United States
Sammy Hagar,United States
Sammy Hagar,United States
Sammy Hagar,United States
The Divine Comedy,United Kingdom
The Firm,United Kingdom
Chelsea Wolfe,United States
Adrian Belew,United States
The Bunny The Bear,United States
Today Is the Day,United States
Whitesnake,United Kingdom
"Duck. Little brother, duck!",United States
Tony Macalpine,United States
Hollywood Undead,United States
The Comsat Angels,United Kingdom
Team Dresch,United States
Team Dresch,United States
Bratmobile,United States
Bongripper,United States
The Rolling Stones,United Kingdom
The Rolling Stones,United Kingdom
Link Wray,United States
He Is We,United States
The Allman Brothers Band,United States
Ty Segall,United States
Riot,United States
Simply Red,United Kingdom
The Wake,United Kingdom
Steve Hackett,United Kingdom
Steve Hackett,United Kingdom
Steve Hackett,United Kingdom
Steve Hackett,United Kingdom
Steve Hackett,United Kingdom
Steve Hackett,United Kingdom
Vanilla Fudge,United States
Steve Hackett,United Kingdom
Steve Hackett,United Kingdom
Forevermore,United States
Gregory Alan Isakov,United States
Dawes,United States
Jimi Hendrix,United States
Echolyn,United States
Peter Murphy,United Kingdom
Gillan,United Kingdom
Janus,United States
Overcast,United States
Donovan,United Kingdom
Omen,United States
Osibisa,United Kingdom
James Taylor,United States
James Taylor,United States
James Taylor,United States
Natalie Merchant,United States
John Maus,United States
The Cramps,United States
The Sound,United Kingdom
The Sound,United Kingdom
Morta Skuld,United States
Meat Puppets,United States
Tin Machine,United Kingdom
Tin Machine,United Kingdom
Jon Bon Jovi,United States
The Minor Times,United States
The Allman Brothers Band,United States
The Allman Brothers Band,United States
The Allman Brothers Band,United States
Jimmy Eat World,United States
Peter Murphy,United Kingdom
Peter Murphy,United Kingdom
Peter Murphy,United Kingdom
Peter Murphy,United Kingdom
National Health,United Kingdom
National Health,United Kingdom
Johnny Winter,United States
Bloodlet,United States
Trifonic,United States
Phil Ochs,United States
The Durutti Column,United Kingdom
Racer X,United States
Gene Clark,United States
Naam,United States
REO Speedwagon,United States
REO Speedwagon,United States
Ted Nugent,United States
Satan,United Kingdom
Cloven Hoof,United Kingdom
Elton John,United Kingdom
Felt,United Kingdom
Felt,United Kingdom
Comus,United Kingdom
The Alter Boys,United States
The Black Crowes,United States
Art Bears,United Kingdom
Order From Chaos,United States
Great White,United States
Great White,United States
Great White,United States
Toto,United States
Armageddon,United States
Joan Jett and the Blackhearts,United States
The Runaways,United States
The Ventures,United States
Outlaws,United States
Joan Jett and the Blackhearts,United States
Blondie,United States
Blondie,United States
Cymande,United Kingdom
Snuff,United Kingdom
The Muffs,United States
The Muffs,United States
Journey,United States
Antagony,United States
Vinnie Moore,United States
Stray from the Path,United States
Lethargy,United States
Driftless Pony Club,United States
Warrior Soul,United States
Nasty Savage,United States
Man Man,United States
Bacchus,United States
The Gits,United States
Spirogyra,United Kingdom
Cloven Hoof,United Kingdom
A Pale Horse Named Death,United States
Screeching Weasel,United States
Nancy Sinatra,United States
Killdozer,United States
Bastro,United States
Power Quest,United Kingdom
Brainiac,United States
Dust,United States
David Bowie,United Kingdom
David Axelrod,United States
Chumbawamba,United Kingdom
Quatermass,United Kingdom
Hash Jar Tempo,United States
Senser,United Kingdom
Six Finger Satellite,United States
Six Finger Satellite,United States
Shudder To Think,United States
Shudder To Think,United States
Paul Weller,United Kingdom
Articles of Faith,United States
J.J. Cale,United States
Allan Holdsworth,United Kingdom
Anthony Phillips,United Kingdom
Edaline,United States
The Left Rights,United States
Broken Hearts Are Blue,United States
Pylon,United States
Barclay James Harvest,United Kingdom
Sacrilege,United Kingdom
Sacrilege,United Kingdom
Sandy Bull,United States
Yezda Urfa,United States
Impaled,United States
Castor,United States
Circus Lupus,United States
Aftermath,United States
Rocketship,United States
Harvey Danger,United States
Nucleus (UK),United Kingdom
Demon Fuzz,United Kingdom
Fu Manchu,United States
The Beat,United Kingdom
Starship,United States
Riot,United States
Riot,United States
Riot,United States
Riot,United States
Riot,United States
Riot,United States
Riot,United States
Riot,United States
Riot,United States
Cows,United States
Judee Sill,United States
Fuzzy Duck,United Kingdom
Distorted Pony,United States
Blind Idiot God,United States
Art Bears,United Kingdom
Art Bears,United Kingdom
Cactus,United States
Nucleus (UK),United Kingdom
Steve Hillage,United Kingdom
Wrathchild America,United States
Wrathchild America,United States
Cows,United States
Ty Segall,United States
The Van Pelt,United States
The Residents,United States
Uncle Acid and The Deadbeats,United Kingdom
Harry Nilsson,United States
Stepa,United States
Stick to Your Guns,United States
Elton John,United Kingdom
Anderson Bruford Wakeman Howe,United Kingdom
Carissa's Wierd,United States
U.S. Maple,United States
Stray from the Path,United States
Stray from the Path,United States
Glocca Morra,United States
This Mortal Coil,United Kingdom
Slaughter,United States
The Dukes Of Stratosphear,United Kingdom
Chelsea Wolfe,United States
Tygers Of Pan Tang,United Kingdom
Tokyo Blade,United Kingdom
Demon,United Kingdom
Demon,United Kingdom
Cavity,United States
12 Rods,United States
Harry Nilsson,United States
Matching Mole,United Kingdom
Chris Rea,United Kingdom
Q5,United States
Impellitteri,United States
And Also The Trees,United Kingdom
And Also The Trees,United Kingdom
And Also The Trees,United Kingdom
Third Ear Band,United Kingdom
Aftershock,United States
Toto,United States
Kind of Like Spitting,United States
Love and Rockets,United Kingdom
Ultravox,United Kingdom
Ultravox,United Kingdom
Author and Punisher,United States
Starcastle,United States
Scott Walker,United States
Die Kreuzen,United States
Tales of Terror,United States
Trampled By Turtles,United States
Nasty Savage,United States
Nasty Savage,United States
David Crosby,United States
downset.,United States
Arab Strap,United Kingdom
Bodychoke,United Kingdom
Satan,United Kingdom
Daniel Johnston,United States
Crucifix,United States
Pist.on,United States
David Byrne,United States
John Martyn,United Kingdom
Atomic Rooster,United Kingdom
Robert Wyatt,United Kingdom
Wipers,United States
Rudimentary Peni,United Kingdom
Velocity Girl,United States
Noothgrush,United States
Spazz,United States
David Byrne,United States
10cc,United Kingdom
10cc,United Kingdom
10cc,United Kingdom
10cc,United Kingdom
Mother Tongue,United States
Flipper,United States
Coven,United States
Far,United States
Humble Pie,United Kingdom
Ultravox,United Kingdom
Esoteric,United Kingdom
of Montreal,United States
The Sonics,United States
The Mission,United Kingdom
The Mission,United Kingdom
Jason Isbell,United States
Arzachel,United Kingdom
Joe Meek,United Kingdom
Hail the Sun,United States
Negative Approach,United States
Skywave,United States
David Lee Roth,United States
Sore Throat,United Kingdom
Rascal Flatts,United States
Deathwish,United Kingdom
El Ten Eleven,United States
T.S.O.L.,United States
Internal Bleeding,United States
Jaguar,United Kingdom
Liturgy,United States
Suburban Lawns,United States
The Blue Nile,United Kingdom
Bad Company,United Kingdom
Bad Company,United Kingdom
Bad Company,United Kingdom
Bad Company,United Kingdom
Bad Company,United Kingdom
Bad Company,United Kingdom
Bad Company,United Kingdom
Bongripper,United States
The Doobie Brothers,United States
The Doobie Brothers,United States
Elton John,United Kingdom
Elton John,United Kingdom
Elton John,United Kingdom
Elton John,United Kingdom
Elton John,United Kingdom
Elton John,United Kingdom
Elton John,United Kingdom
Elton John,United Kingdom
Magnum,United Kingdom
Robin Trower,United Kingdom
Magnum,United Kingdom
John Cale,United Kingdom
Shelter,United States
Dokken,United States
Pile,United States
Karate,United States
Fanisk,United States
Sabbat,United Kingdom
Babe Ruth,United Kingdom
Mott The Hoople,United Kingdom
Starcastle,United States
Bad English,United States
America,United Kingdom
Christian Death,United States
Marshall Crenshaw,United States
Khan,United Kingdom
Jerry's Kids,United States
All About Eve,United Kingdom
The Jim Yoshii Pile-Up,United States
Stephen Stills,United States
The Life and Times,United States
Medicine,United States
The Enid,United Kingdom
Pete Townshend,United Kingdom
Mr. Big,United States
Mr. Big,United States
Smog,United States
Strand of Oaks,United States
The Danse Society,United Kingdom
Elton John,United Kingdom
Elton John,United Kingdom
Elton John,United Kingdom
Nazareth,United Kingdom
Elton John,United Kingdom
T2,United Kingdom
Caravan,United Kingdom
Minimal Man,United States
Jeromes Dream,United States
Enon,United States
Pale Saints,United Kingdom
The Creatures,United Kingdom
Japan,United Kingdom
Saetia,United States
Dead Moon,United States
Rorschach,United States
Pagan Altar,United Kingdom
Allan Holdsworth,United Kingdom
Allan Holdsworth,United Kingdom
The Myrrors,United States
Reatards,United States
Lynyrd Skynyrd,United States
Dag Nasty,United States
Allan Holdsworth,United Kingdom
Fairport Convention,United Kingdom
Family,United Kingdom
Robert Wyatt,United Kingdom
Robert Wyatt,United Kingdom
Donovan,United Kingdom
Grace Cathedral Park,United States
The Sound,United Kingdom
Zao,United States
801,United Kingdom
Steeleye Span,United Kingdom
Rob Zombie,United States
Shipping News,United States
Limp Wrist,United States
The Proclaimers,United Kingdom
The Enid,United Kingdom
Catherine Wheel,United Kingdom
Nazareth,United Kingdom
Nazareth,United Kingdom
Nazareth,United Kingdom
Nazareth,United Kingdom
Nazareth,United Kingdom
Nazareth,United Kingdom
Nazareth,United Kingdom
Nazareth,United Kingdom
Nazareth,United Kingdom
Nazareth,United Kingdom
Nazareth,United Kingdom
Spazz,United States
Robert Wyatt,United Kingdom
Znowhite,United States
Joe Walsh,United States
Windy and Carl,United States
Chumbawamba,United Kingdom
Magnum,United Kingdom
Magnum,United Kingdom
The Clientele,United Kingdom
Peter Green,United Kingdom
England,United Kingdom
The Beau Brummels,United States
Billy Idol,United Kingdom
MX-80 Sound,United States
Strife,United States
Paw,United States
Robbie Basho,United States
Dokken,United States
Van Morrison,United Kingdom
Fishbone,United States
Boz Scaggs,United States
Nile,United States
Dokken,United States
Dokken,United States
Dokken,United States
America,United Kingdom
Manowar,United States
Cher,United States
Rorschach,United States
John Cale,United Kingdom
REO Speedwagon,United States
Johnny Rebel,United States
Bosse-de-Nage,United States
The J. Geils Band,United States
Cows,United States
The Chameleons,United Kingdom
Valium Aggelein,United States
Swirlies,United States
Elvis Presley,United States
The Cramps,United States
The Turtles,United States
Steve Howe,United Kingdom
Toto,United States
Joan Baez,United States
Eighteen Visions,United States
The Jimi Hendrix Experience,United Kingdom
Jim Croce,United States
Jim Croce,United States
David Lee Roth,United States
Bedhead,United States
Bedhead,United States
Chicago,United States
REO Speedwagon,United States
My Dad Is Dead,United States
"Giles, Giles and Fripp",United Kingdom
Nerves,United States
Poison Idea,United States
Cows,United States
Squeeze,United Kingdom
Squeeze,United Kingdom
Journey,United States
Candy Claws,United States
Breathless,United Kingdom
Astrobrite,United States
Egg,United Kingdom
